country,clf,feat_set,inc,auc_score,N,N_p,N_n
BD,XGB,appended,1,0.8293562391207733,4186,157,4029
BD,XGB,appended,2,0.9287815420416528,4186,157,4029
BD,XGB,appended,3,0.9454030020493068,4186,157,4029
BD,XGB,appended,4,0.9713731898818562,4186,157,4029
BD,XGB,appended,5,0.9739486153290619,4186,157,4029
BD,XGB,appended,6,0.9777955368936952,4186,157,4029
BD,XGB,appended,7,0.980113606903448,4186,157,4029
BD,XGB,appended,8,0.9791367526511363,4186,157,4029
BE,CART,inc-only,1,0.7365947042623394,7833,762,7071
BE,CART,inc-only,2,0.7081991213842661,7833,762,7071
BE,CART,inc-only,3,0.7393428977073188,7833,762,7071
BE,CART,inc-only,4,0.8405068862809382,7833,762,7071
BE,CART,inc-only,5,0.7941309318549051,7833,762,7071
BE,CART,inc-only,6,0.8338400928857472,7833,762,7071
BE,CART,inc-only,7,0.8165133705564115,7833,762,7071
BE,CART,inc-only,8,0.8789030577150635,7833,762,7071
BE,CART,appended,1,0.742338596155716,7833,762,7071
BE,CART,appended,2,0.7672439155895145,7833,762,7071
BE,CART,appended,3,0.7924450740953777,7833,762,7071
BE,CART,appended,4,0.8485503135038786,7833,762,7071
BE,CART,appended,5,0.8500582248814096,7833,762,7071
BE,CART,appended,6,0.8677404280097402,7833,762,7071
BE,CART,appended,7,0.8785806987995037,7833,762,7071
BE,CART,appended,8,0.9038528964745407,7833,762,7071
BE,RF,inc-only,1,0.9272612299244907,7833,762,7071
BE,RF,inc-only,2,0.915915085473484,7833,762,7071
BE,RF,inc-only,3,0.9307488873295657,7833,762,7071
BE,RF,inc-only,4,0.9793305440556527,7833,762,7071
BE,RF,inc-only,5,0.960330519127119,7833,762,7071
BE,RF,inc-only,6,0.9613185650714301,7833,762,7071
BE,RF,inc-only,7,0.9564771624841761,7833,762,7071
BE,RF,inc-only,8,0.981976187643387,7833,762,7071
BE,RF,appended,1,0.9284263481715099,7833,762,7071
BE,RF,appended,2,0.9567049409443575,7833,762,7071
BE,RF,appended,3,0.9671555781065099,7833,762,7071
BE,RF,appended,4,0.9828938153445959,7833,762,7071
BE,RF,appended,5,0.9845695724938966,7833,762,7071
BE,RF,appended,6,0.9877241398371573,7833,762,7071
BE,RF,appended,7,0.987615597856414,7833,762,7071
BE,RF,appended,8,0.9923564010320183,7833,762,7071
BE,XGB,inc-only,1,0.9229816070128104,7833,762,7071
BE,XGB,inc-only,2,0.9120371225290437,7833,762,7071
BE,XGB,inc-only,3,0.9381032352516141,7833,762,7071
BE,XGB,inc-only,4,0.979100199907846,7833,762,7071
BE,XGB,inc-only,5,0.9626715364558357,7833,762,7071
BE,XGB,inc-only,6,0.9620922091879216,7833,762,7071
BE,XGB,inc-only,7,0.9566190536929495,7833,762,7071
BE,XGB,inc-only,8,0.9841890501801641,7833,762,7071
BE,XGB,appended,1,0.9222510841867289,7833,762,7071
BE,XGB,appended,2,0.9547683268071933,7833,762,7071
BE,XGB,appended,3,0.9697724265271837,7833,762,7071
BE,XGB,appended,4,0.9825563173341127,7833,762,7071
BE,XGB,appended,5,0.985988670465155,7833,762,7071
BE,XGB,appended,6,0.989549181750768,7833,762,7071
BE,XGB,appended,7,0.9905234823169186,7833,762,7071
BE,XGB,appended,8,0.9928760812132753,7833,762,7071
BG,CART,inc-only,1,0.6828558490546696,7945,773,7172
BG,CART,inc-only,2,0.6931762259695501,7945,773,7172
BG,CART,inc-only,3,0.7215720602336143,7945,773,7172
BG,CART,inc-only,4,0.789431061285993,7945,773,7172
BG,CART,inc-only,5,0.784360603163123,7945,773,7172
BG,CART,inc-only,6,0.7707160800463908,7945,773,7172
BG,CART,inc-only,7,0.8113667956901136,7945,773,7172
BG,CART,inc-only,8,0.8422692757852022,7945,773,7172
BG,CART,appended,1,0.6881046503874326,7945,773,7172
BG,CART,appended,2,0.7443638396712953,7945,773,7172
BG,CART,appended,3,0.7741293498895392,7945,773,7172
BG,CART,appended,4,0.8055190178950391,7945,773,7172
BG,CART,appended,5,0.8273561047523472,7945,773,7172
BG,CART,appended,6,0.8226436871572126,7945,773,7172
BG,CART,appended,7,0.8207239298814571,7945,773,7172
BG,CART,appended,8,0.8539855137021837,7945,773,7172
BG,RF,inc-only,1,0.9095486121319153,7945,773,7172
BG,RF,inc-only,2,0.9075626934806897,7945,773,7172
BG,RF,inc-only,3,0.9310818741390646,7945,773,7172
BG,RF,inc-only,4,0.9730686135605658,7945,773,7172
BG,RF,inc-only,5,0.957630393929796,7945,773,7172
BG,RF,inc-only,6,0.9610385449551077,7945,773,7172
BG,RF,inc-only,7,0.9558255556183902,7945,773,7172
BG,RF,inc-only,8,0.979077670858361,7945,773,7172
BG,RF,appended,1,0.9095060493896172,7945,773,7172
BG,RF,appended,2,0.9417424289223569,7945,773,7172
BG,RF,appended,3,0.9591748456720893,7945,773,7172
BG,RF,appended,4,0.9773132920039717,7945,773,7172
BG,RF,appended,5,0.981269385359664,7945,773,7172
BG,RF,appended,6,0.9830445679695688,7945,773,7172
BG,RF,appended,7,0.9852030584420067,7945,773,7172
BG,RF,appended,8,0.9892412778238702,7945,773,7172
BG,XGB,inc-only,1,0.902745094447697,7945,773,7172
BG,XGB,inc-only,2,0.9033815582055114,7945,773,7172
BG,XGB,inc-only,3,0.9325680355898536,7945,773,7172
BG,XGB,inc-only,4,0.9727591956572388,7945,773,7172
BG,XGB,inc-only,5,0.9602324886529033,7945,773,7172
BG,XGB,inc-only,6,0.9592492504885717,7945,773,7172
BG,XGB,inc-only,7,0.958147210923985,7945,773,7172
BG,XGB,inc-only,8,0.9788571179548557,7945,773,7172
BG,XGB,appended,1,0.903397430066117,7945,773,7172
BG,XGB,appended,2,0.9395113181205418,7945,773,7172
BG,XGB,appended,3,0.9606116124551224,7945,773,7172
BG,XGB,appended,4,0.9792538153731496,7945,773,7172
BG,XGB,appended,5,0.9836526856631518,7945,773,7172
BG,XGB,appended,6,0.9859766743695836,7945,773,7172
BG,XGB,appended,7,0.9866235134119541,7945,773,7172
BG,XGB,appended,8,0.9906026738549086,7945,773,7172
BH,CART,inc-only,1,0.6876418219461697,750,57,693
BH,CART,inc-only,2,0.6557432712215321,750,57,693
BH,CART,inc-only,3,0.6736293995859213,750,57,693
BH,CART,inc-only,4,0.7189068322981367,750,57,693
BH,CART,inc-only,5,0.6876659765355417,750,57,693
BH,CART,inc-only,6,0.7568902691511387,750,57,693
BH,CART,inc-only,7,0.6902643202208419,750,57,693
BH,CART,inc-only,8,0.7095521048999309,750,57,693
BH,CART,appended,1,0.6109896480331263,750,57,693
BH,CART,appended,2,0.6582574189095929,750,57,693
BH,CART,appended,3,0.6648778467908902,750,57,693
BH,CART,appended,4,0.770775707384403,750,57,693
BH,CART,appended,5,0.7356149068322981,750,57,693
BH,CART,appended,6,0.7650786749482402,750,57,693
BH,CART,appended,7,0.7593381642512077,750,57,693
BH,CART,appended,8,0.7627418909592822,750,57,693
BH,RF,inc-only,1,0.8512470669427191,750,57,693
BH,RF,inc-only,2,0.8703388543823327,750,57,693
BH,RF,inc-only,3,0.8928309178743962,750,57,693
BH,RF,inc-only,4,0.9543250517598344,750,57,693
BH,RF,inc-only,5,0.9122436162870945,750,57,693
BH,RF,inc-only,6,0.8724057971014493,750,57,693
BH,RF,inc-only,7,0.8525231193926845,750,57,693
BH,RF,inc-only,8,0.9360027605244997,750,57,693
BH,RF,appended,1,0.837959972394755,750,57,693
BH,RF,appended,2,0.9007170462387853,750,57,693
BH,RF,appended,3,0.9417943409247758,750,57,693
BH,RF,appended,4,0.9564817115251898,750,57,693
BH,RF,appended,5,0.9593153899240856,750,57,693
BH,RF,appended,6,0.9592449965493444,750,57,693
BH,RF,appended,7,0.9591152518978606,750,57,693
BH,RF,appended,8,0.9691884057971014,750,57,693
BH,XGB,inc-only,1,0.8276162870945479,750,57,693
BH,XGB,inc-only,2,0.8529751552795031,750,57,693
BH,XGB,inc-only,3,0.8880655624568669,750,57,693
BH,XGB,inc-only,4,0.9329399585921325,750,57,693
BH,XGB,inc-only,5,0.8704796411318151,750,57,693
BH,XGB,inc-only,6,0.8668474810213941,750,57,693
BH,XGB,inc-only,7,0.8242256728778468,750,57,693
BH,XGB,inc-only,8,0.9267570738440304,750,57,693
BH,XGB,appended,1,0.8257943409247758,750,57,693
BH,XGB,appended,2,0.9030434782608696,750,57,693
BH,XGB,appended,3,0.9372581090407177,750,57,693
BH,XGB,appended,4,0.9429786059351277,750,57,693
BH,XGB,appended,5,0.948280193236715,750,57,693
BH,XGB,appended,6,0.9508902691511387,750,57,693
BH,XGB,appended,7,0.9477529330572809,750,57,693
BH,XGB,appended,8,0.9651980676328503,750,57,693
BO,CART,inc-only,1,0.6197415329768271,1476,116,1360
BO,CART,inc-only,2,0.6768772281639929,1476,116,1360
BO,CART,inc-only,3,0.7153409090909091,1476,116,1360
BO,CART,inc-only,4,0.793335004456328,1476,116,1360
BO,CART,inc-only,5,0.6803838012477719,1476,116,1360
BO,CART,inc-only,6,0.7837956773618538,1476,116,1360
BO,CART,inc-only,7,0.75,1476,116,1360
BO,CART,inc-only,8,0.853634692513369,1476,116,1360
BO,CART,appended,1,0.647512811942959,1476,116,1360
BO,CART,appended,2,0.6606004901960785,1476,116,1360
BO,CART,appended,3,0.7406194295900178,1476,116,1360
BO,CART,appended,4,0.7835422237076649,1476,116,1360
BO,CART,appended,5,0.7746323529411765,1476,116,1360
BO,CART,appended,6,0.8047766265597148,1476,116,1360
BO,CART,appended,7,0.7869123217468806,1476,116,1360
BO,CART,appended,8,0.816995320855615,1476,116,1360
BO,RF,inc-only,1,0.81288435828877,1476,116,1360
BO,RF,inc-only,2,0.8949086452762923,1476,116,1360
BO,RF,inc-only,3,0.9042307263814616,1476,116,1360
BO,RF,inc-only,4,0.9434909759358289,1476,116,1360
BO,RF,inc-only,5,0.927328431372549,1476,116,1360
BO,RF,inc-only,6,0.9540580436720143,1476,116,1360
BO,RF,inc-only,7,0.9266293449197861,1476,116,1360
BO,RF,inc-only,8,0.9723317736185383,1476,116,1360
BO,RF,appended,1,0.8144663547237077,1476,116,1360
BO,RF,appended,2,0.8956885026737967,1476,116,1360
BO,RF,appended,3,0.9349403966131907,1476,116,1360
BO,RF,appended,4,0.9582859848484849,1476,116,1360
BO,RF,appended,5,0.9642741755793226,1476,116,1360
BO,RF,appended,6,0.9688614081996435,1476,116,1360
BO,RF,appended,7,0.9763758912655971,1476,116,1360
BO,RF,appended,8,0.9791388146167558,1476,116,1360
BO,XGB,inc-only,1,0.7888591800356506,1476,116,1360
BO,XGB,inc-only,2,0.8649844028520499,1476,116,1360
BO,XGB,inc-only,3,0.8933210784313725,1476,116,1360
BO,XGB,inc-only,4,0.937433155080214,1476,116,1360
BO,XGB,inc-only,5,0.9021529634581105,1476,116,1360
BO,XGB,inc-only,6,0.9466048351158646,1476,116,1360
BO,XGB,inc-only,7,0.9175802139037432,1476,116,1360
BO,XGB,inc-only,8,0.9719724821746881,1476,116,1360
BO,XGB,appended,1,0.7866811497326203,1476,116,1360
BO,XGB,appended,2,0.8774871880570411,1476,116,1360
BO,XGB,appended,3,0.9369095365418895,1476,116,1360
BO,XGB,appended,4,0.9473596256684491,1476,116,1360
BO,XGB,appended,5,0.9607620320855615,1476,116,1360
BO,XGB,appended,6,0.9688084893048128,1476,116,1360
BO,XGB,appended,7,0.9672961229946524,1476,116,1360
BO,XGB,appended,8,0.9819769385026738,1476,116,1360
BR,CART,inc-only,1,0.6705891169178949,60892,4109,56783
BR,CART,inc-only,2,0.6349317076372062,60892,4109,56783
BR,CART,inc-only,3,0.6855565402627585,60892,4109,56783
BR,CART,inc-only,4,0.7780898240860361,60892,4109,56783
BR,CART,inc-only,5,0.7484844278884755,60892,4109,56783
BR,CART,inc-only,6,0.741525714214499,60892,4109,56783
BR,CART,inc-only,7,0.7959581914017195,60892,4109,56783
BR,CART,inc-only,8,0.8240868759271935,60892,4109,56783
BR,CART,appended,1,0.6726458646433646,60892,4109,56783
BR,CART,appended,2,0.7199722398961271,60892,4109,56783
BR,CART,appended,3,0.7650035121477421,60892,4109,56783
BR,CART,appended,4,0.7918550980614938,60892,4109,56783
BR,CART,appended,5,0.8163392977766823,60892,4109,56783
BR,CART,appended,6,0.8279364326743125,60892,4109,56783
BR,CART,appended,7,0.8344544355462518,60892,4109,56783
BR,CART,appended,8,0.8544371345414506,60892,4109,56783
BR,RF,inc-only,1,0.9266962252916833,60892,4109,56783
BR,RF,inc-only,2,0.9146022675650031,60892,4109,56783
BR,RF,inc-only,3,0.9382616115466534,60892,4109,56783
BR,RF,inc-only,4,0.9738528907787222,60892,4109,56783
BR,RF,inc-only,5,0.9639873567600393,60892,4109,56783
BR,RF,inc-only,6,0.9628694198720702,60892,4109,56783
BR,RF,inc-only,7,0.9635290154121476,60892,4109,56783
BR,RF,inc-only,8,0.981110709998967,60892,4109,56783
BR,RF,appended,1,0.9272525875798279,60892,4109,56783
BR,RF,appended,2,0.9532164288527906,60892,4109,56783
BR,RF,appended,3,0.9685407025468146,60892,4109,56783
BR,RF,appended,4,0.9799453466788538,60892,4109,56783
BR,RF,appended,5,0.9830506947113135,60892,4109,56783
BR,RF,appended,6,0.9856214408295775,60892,4109,56783
BR,RF,appended,7,0.9865142913245267,60892,4109,56783
BR,RF,appended,8,0.9901711495800167,60892,4109,56783
BR,XGB,inc-only,1,0.9340773834619097,60892,4109,56783
BR,XGB,inc-only,2,0.9289440516853368,60892,4109,56783
BR,XGB,inc-only,3,0.9512765646592073,60892,4109,56783
BR,XGB,inc-only,4,0.9770622155398458,60892,4109,56783
BR,XGB,inc-only,5,0.9694505450725289,60892,4109,56783
BR,XGB,inc-only,6,0.9685635775059913,60892,4109,56783
BR,XGB,inc-only,7,0.9714950236684817,60892,4109,56783
BR,XGB,inc-only,8,0.9848103474181031,60892,4109,56783
BR,XGB,appended,1,0.9341356074731713,60892,4109,56783
BR,XGB,appended,2,0.9581994031624113,60892,4109,56783
BR,XGB,appended,3,0.972536972228432,60892,4109,56783
BR,XGB,appended,4,0.9824352813077863,60892,4109,56783
BR,XGB,appended,5,0.9855249760945416,60892,4109,56783
BR,XGB,appended,6,0.9881311126650615,60892,4109,56783
BR,XGB,appended,7,0.9891273413997856,60892,4109,56783
BR,XGB,appended,8,0.991333734101187,60892,4109,56783
BY,CART,inc-only,1,0.6841942377473329,4547,330,4217
BY,CART,inc-only,2,0.6665702118049834,4547,330,4217
BY,CART,inc-only,3,0.712498366834128,4547,330,4217
BY,CART,inc-only,4,0.7979137862396521,4547,330,4217
BY,CART,inc-only,5,0.7495736456321724,4547,330,4217
BY,CART,inc-only,6,0.7804749689826408,4547,330,4217
BY,CART,inc-only,7,0.787524523072924,4547,330,4217
BY,CART,inc-only,8,0.8441651631306707,4547,330,4217
BY,CART,appended,1,0.694793236936464,4547,330,4217
BY,CART,appended,2,0.7480781006357663,4547,330,4217
BY,CART,appended,3,0.7781802899138064,4547,330,4217
BY,CART,appended,4,0.8184103505362412,4547,330,4217
BY,CART,appended,5,0.8268492298791406,4547,330,4217
BY,CART,appended,6,0.8353023770366815,4547,330,4217
BY,CART,appended,7,0.8353547833253679,4547,330,4217
BY,CART,appended,8,0.8657545413950836,4547,330,4217
BY,RF,inc-only,1,0.9042079733972204,4547,330,4217
BY,RF,inc-only,2,0.9144425847105655,4547,330,4217
BY,RF,inc-only,3,0.9334067447789008,4547,330,4217
BY,RF,inc-only,4,0.9766828004692601,4547,330,4217
BY,RF,inc-only,5,0.9567556183464482,4547,330,4217
BY,RF,inc-only,6,0.9540116438330463,4547,330,4217
BY,RF,inc-only,7,0.9553142535212421,4547,330,4217
BY,RF,inc-only,8,0.9750263097478596,4547,330,4217
BY,RF,appended,1,0.9072517937534091,4547,330,4217
BY,RF,appended,2,0.9509051747223107,4547,330,4217
BY,RF,appended,3,0.9677503127320759,4547,330,4217
BY,RF,appended,4,0.9802743241081209,4547,330,4217
BY,RF,appended,5,0.98311413091867,4547,330,4217
BY,RF,appended,6,0.9848678269905093,4547,330,4217
BY,RF,appended,7,0.9864598609617241,4547,330,4217
BY,RF,appended,8,0.9871077886064208,4547,330,4217
BY,XGB,inc-only,1,0.8948174146139947,4547,330,4217
BY,XGB,inc-only,2,0.90774647671114,4547,330,4217
BY,XGB,inc-only,3,0.9275752851089727,4547,330,4217
BY,XGB,inc-only,4,0.9712048721730027,4547,330,4217
BY,XGB,inc-only,5,0.9532207736652132,4547,330,4217
BY,XGB,inc-only,6,0.953357575825802,4547,330,4217
BY,XGB,inc-only,7,0.9521606230148293,4547,330,4217
BY,XGB,inc-only,8,0.9765386384018956,4547,330,4217
BY,XGB,appended,1,0.9021790270459091,4547,330,4217
BY,XGB,appended,2,0.9508014708215089,4547,330,4217
BY,XGB,appended,3,0.9661187075355553,4547,330,4217
BY,XGB,appended,4,0.9810048225725185,4547,330,4217
BY,XGB,appended,5,0.9827781933893539,4547,330,4217
BY,XGB,appended,6,0.9843922473829263,4547,330,4217
BY,XGB,appended,7,0.9854759105048981,4547,330,4217
BY,XGB,appended,8,0.9882163543098352,4547,330,4217
CA,CART,inc-only,1,0.7093344784632034,68345,6392,61953
CA,CART,inc-only,2,0.6722975437438146,68345,6392,61953
CA,CART,inc-only,3,0.7080549780162839,68345,6392,61953
CA,CART,inc-only,4,0.8014620080375943,68345,6392,61953
CA,CART,inc-only,5,0.7785117222641303,68345,6392,61953
CA,CART,inc-only,6,0.7756146571140907,68345,6392,61953
CA,CART,inc-only,7,0.8153994981039296,68345,6392,61953
CA,CART,inc-only,8,0.8563250101509436,68345,6392,61953
CA,CART,appended,1,0.7108112842469868,68345,6392,61953
CA,CART,appended,2,0.7649752403325687,68345,6392,61953
CA,CART,appended,3,0.7982017062540169,68345,6392,61953
CA,CART,appended,4,0.8349997191947036,68345,6392,61953
CA,CART,appended,5,0.8499685055382985,68345,6392,61953
CA,CART,appended,6,0.870225539628934,68345,6392,61953
CA,CART,appended,7,0.8700701079271271,68345,6392,61953
CA,CART,appended,8,0.8889580499549956,68345,6392,61953
CA,RF,inc-only,1,0.9313047085757233,68345,6392,61953
CA,RF,inc-only,2,0.919898235946644,68345,6392,61953
CA,RF,inc-only,3,0.9355593836081992,68345,6392,61953
CA,RF,inc-only,4,0.9755008726420434,68345,6392,61953
CA,RF,inc-only,5,0.967909408843357,68345,6392,61953
CA,RF,inc-only,6,0.9651487717706371,68345,6392,61953
CA,RF,inc-only,7,0.9614599177295714,68345,6392,61953
CA,RF,inc-only,8,0.9840194768014937,68345,6392,61953
CA,RF,appended,1,0.9307569798630833,68345,6392,61953
CA,RF,appended,2,0.9586880898924001,68345,6392,61953
CA,RF,appended,3,0.9707476002742499,68345,6392,61953
CA,RF,appended,4,0.9827505618281035,68345,6392,61953
CA,RF,appended,5,0.9862068152685787,68345,6392,61953
CA,RF,appended,6,0.9894391851248929,68345,6392,61953
CA,RF,appended,7,0.9898862125022183,68345,6392,61953
CA,RF,appended,8,0.9925227654239903,68345,6392,61953
CA,XGB,inc-only,1,0.939798399292989,68345,6392,61953
CA,XGB,inc-only,2,0.9346634282593027,68345,6392,61953
CA,XGB,inc-only,3,0.9475279213017481,68345,6392,61953
CA,XGB,inc-only,4,0.979456057468561,68345,6392,61953
CA,XGB,inc-only,5,0.9726416244499283,68345,6392,61953
CA,XGB,inc-only,6,0.9722542202112946,68345,6392,61953
CA,XGB,inc-only,7,0.9676313079086908,68345,6392,61953
CA,XGB,inc-only,8,0.9869585082056924,68345,6392,61953
CA,XGB,appended,1,0.940588767103753,68345,6392,61953
CA,XGB,appended,2,0.9646823577048572,68345,6392,61953
CA,XGB,appended,3,0.9756977692643862,68345,6392,61953
CA,XGB,appended,4,0.9849572949822616,68345,6392,61953
CA,XGB,appended,5,0.9886642393062266,68345,6392,61953
CA,XGB,appended,6,0.9907251469190909,68345,6392,61953
CA,XGB,appended,7,0.9916243755565198,68345,6392,61953
CA,XGB,appended,8,0.9934677284993527,68345,6392,61953
CH,CART,inc-only,1,0.7154690590047748,10254,1094,9160
CH,CART,inc-only,2,0.7108923784740558,10254,1094,9160
CH,CART,inc-only,3,0.7171090309974469,10254,1094,9160
CH,CART,inc-only,4,0.8279098666647242,10254,1094,9160
CH,CART,inc-only,5,0.795796806654745,10254,1094,9160
CH,CART,inc-only,6,0.7888372269831847,10254,1094,9160
CH,CART,inc-only,7,0.8028307842051783,10254,1094,9160
CH,CART,inc-only,8,0.839680538002921,10254,1094,9160
CH,CART,appended,1,0.7154833176118381,10254,1094,9160
CH,CART,appended,2,0.7648357073398138,10254,1094,9160
CH,CART,appended,3,0.7958410301889128,10254,1094,9160
CH,CART,appended,4,0.8445636420088065,10254,1094,9160
CH,CART,appended,5,0.844517929788652,10254,1094,9160
CH,CART,appended,6,0.8652189369962596,10254,1094,9160
CH,CART,appended,7,0.8658573602091991,10254,1094,9160
CH,CART,appended,8,0.8865600928357329,10254,1094,9160
CH,RF,inc-only,1,0.9130295579285505,10254,1094,9160
CH,RF,inc-only,2,0.9126613744714482,10254,1094,9160
CH,RF,inc-only,3,0.9327626005659738,10254,1094,9160
CH,RF,inc-only,4,0.976166046304963,10254,1094,9160
CH,RF,inc-only,5,0.9597141358701392,10254,1094,9160
CH,RF,inc-only,6,0.9522473285598261,10254,1094,9160
CH,RF,inc-only,7,0.9474923243896843,10254,1094,9160
CH,RF,inc-only,8,0.9755132233557077,10254,1094,9160
CH,RF,appended,1,0.9149595687454246,10254,1094,9160
CH,RF,appended,2,0.9461081423384117,10254,1094,9160
CH,RF,appended,3,0.9629008890232399,10254,1094,9160
CH,RF,appended,4,0.9809285804036114,10254,1094,9160
CH,RF,appended,5,0.9834659204723004,10254,1094,9160
CH,RF,appended,6,0.9862440315983845,10254,1094,9160
CH,RF,appended,7,0.9860937790225479,10254,1094,9160
CH,RF,appended,8,0.9891360112684879,10254,1094,9160
CH,XGB,inc-only,1,0.9158826086877347,10254,1094,9160
CH,XGB,inc-only,2,0.9108022196444636,10254,1094,9160
CH,XGB,inc-only,3,0.9389159680009906,10254,1094,9160
CH,XGB,inc-only,4,0.9767380841385288,10254,1094,9160
CH,XGB,inc-only,5,0.9629654533800002,10254,1094,9160
CH,XGB,inc-only,6,0.9549921149720838,10254,1094,9160
CH,XGB,inc-only,7,0.9549903622378184,10254,1094,9160
CH,XGB,inc-only,8,0.9788248349243001,10254,1094,9160
CH,XGB,appended,1,0.9158566090373711,10254,1094,9160
CH,XGB,appended,2,0.9481747116410691,10254,1094,9160
CH,XGB,appended,3,0.9659139075139035,10254,1094,9160
CH,XGB,appended,4,0.9828294366484444,10254,1094,9160
CH,XGB,appended,5,0.9855700711291433,10254,1094,9160
CH,XGB,appended,6,0.9877737497769248,10254,1094,9160
CH,XGB,appended,7,0.987784807936745,10254,1094,9160
CH,XGB,appended,8,0.9903375766195265,10254,1094,9160
CI,CART,inc-only,1,0.6897469558599696,772,47,725
CI,CART,inc-only,2,0.6290049467275495,772,47,725
CI,CART,inc-only,3,0.6792028158295281,772,47,725
CI,CART,inc-only,4,0.7917846270928462,772,47,725
CI,CART,inc-only,5,0.663970700152207,772,47,725
CI,CART,inc-only,6,0.6796137747336377,772,47,725
CI,CART,inc-only,7,0.8365220700152207,772,47,725
CI,CART,inc-only,8,0.7170738203957382,772,47,725
CI,CART,appended,1,0.7051560121765601,772,47,725
CI,CART,appended,2,0.6954452054794521,772,47,725
CI,CART,appended,3,0.682941400304414,772,47,725
CI,CART,appended,4,0.8339478691019787,772,47,725
CI,CART,appended,5,0.87007800608828,772,47,725
CI,CART,appended,6,0.8581088280060883,772,47,725
CI,CART,appended,7,0.8439003044140031,772,47,725
CI,CART,appended,8,0.8677682648401827,772,47,725
CI,RF,inc-only,1,0.8573211567732115,772,47,725
CI,RF,inc-only,2,0.8518626331811263,772,47,725
CI,RF,inc-only,3,0.8940601217656012,772,47,725
